total,paid_total,balance,breakdowns_labor_0_hours,breakdowns_labor_0_rate,breakdowns_material_0_rate,Slug,Total,Labor0Breakdown_quantity0total0,Labor0Breakdown_hourstotal,Labor0Breakdown_ratetotal
2950.00,2950.00,0.00,0.00,0.00,0.00,3113.00,2950.00,0.00,0.00,0.00
5875.00,5875.00,0.00,0.00,0.00,0.00,3114.00,5875.00,0.00,0.00,0.00
48146.00,48146.00,0.00,0.00,0.00,0.00,3115.00,48146.00,0.00,0.00,0.00
7540.00,7540.00,0.00,0.00,0.00,0.00,3117.00,7540.00,0.00,0.00,0.00
2610.00,2610.00,0.00,0.00,0.00,0.00,3119.00,2610.00,0.00,0.00,0.00
4700.00,4700.00,0.00,0.00,0.00,0.00,3121.00,4700.00,0.00,0.00,0.00
1900.00,1900.00,0.00,0.00,0.00,0.00,3123.00,1900.00,0.00,0.00,0.00
1305.00,1305.00,0.00,0.00,0.00,0.00,3124.00,1305.00,0.00,0.00,0.00
2088.00,2088.00,0.00,0.00,0.00,0.00,3127.00,2088.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,3131.00,0.00,0.00,0.00,0.00
2720.00,2720.00,0.00,0.00,0.00,0.00,3133.00,2720.00,0.00,0.00,0.00
1640.00,1640.00,0.00,0.00,0.00,0.00,3135.00,1640.00,0.00,0.00,0.00
1355.00,1355.00,0.00,0.00,0.00,0.00,3138.00,1355.00,0.00,0.00,0.00
5190.00,5190.00,0.00,0.00,0.00,0.00,3139.00,5190.00,0.00,0.00,0.00
3895.00,3895.00,0.00,0.00,0.00,0.00,3141.00,3895.00,0.00,0.00,0.00
2375.00,2375.00,0.00,0.00,0.00,0.00,3143.00,2375.00,0.00,0.00,0.00
3840.00,3840.00,0.00,0.00,0.00,0.00,3145.00,3840.00,0.00,0.00,0.00
7000.00,7000.00,0.00,0.00,0.00,0.00,3146.00,7000.00,0.00,0.00,0.00
15565.00,15565.00,0.00,0.00,0.00,0.00,3151.00,15565.00,0.00,0.00,0.00
6505.00,0.00,6505.00,0.00,0.00,0.00,3153.00,6505.00,0.00,0.00,0.00
1320.00,1320.00,0.00,0.00,0.00,0.00,3155.00,1320.00,0.00,0.00,0.00
2595.00,0.00,2595.00,0.00,0.00,0.00,3157.00,2595.00,0.00,0.00,0.00
40000.00,40000.00,0.00,0.00,0.00,0.00,3158.00,40000.00,0.00,0.00,0.00
1955.00,1955.00,0.00,0.00,0.00,0.00,3159.00,1955.00,0.00,0.00,0.00
3830.00,3830.00,0.00,0.00,0.00,0.00,3161.00,3830.00,0.00,0.00,0.00
990.00,990.00,0.00,0.00,0.00,0.00,3163.00,990.00,0.00,0.00,0.00
910.00,910.00,0.00,0.00,0.00,0.00,3165.00,910.00,0.00,2.00,165.00
5925.00,5925.00,0.00,0.00,0.00,0.00,3169.00,5925.00,0.00,0.00,0.00
1555.00,1555.00,0.00,0.00,0.00,0.00,3173.00,1555.00,0.00,0.00,0.00
4715.00,4715.00,0.00,0.00,0.00,0.00,3188.00,4715.00,0.00,0.00,0.00
1880.00,1880.00,0.00,0.00,0.00,0.00,3208.00,1880.00,0.00,0.00,0.00
5005.00,5005.00,0.00,0.00,0.00,0.00,3210.00,5005.00,0.00,0.00,0.00
3540.00,3540.00,0.00,0.00,0.00,0.00,3212.00,3540.00,0.00,0.00,0.00
3290.00,3290.00,0.00,0.00,0.00,0.00,3214.00,3290.00,0.00,0.00,0.00
9635.00,9635.00,0.00,0.00,0.00,0.00,3215.00,9635.00,0.00,0.00,0.00
8610.00,8610.00,0.00,0.00,0.00,0.00,3225.00,8610.00,0.00,0.00,0.00
6440.00,6440.00,0.00,0.00,0.00,0.00,3226.00,6440.00,0.00,0.00,0.00
4655.00,4655.00,0.00,0.00,0.00,0.00,3227.00,4655.00,0.00,0.00,0.00
2656.50,2656.00,0.50,0.00,0.00,0.00,3230.00,2656.50,0.00,0.00,0.00
2656.50,2656.00,0.50,0.00,0.00,0.00,3232.00,2656.50,0.00,0.00,0.00
2430.00,2430.00,0.00,0.00,0.00,0.00,3234.00,2430.00,0.00,0.00,0.00
2880.00,2880.00,0.00,0.00,0.00,0.00,3236.00,2880.00,0.00,0.00,0.00
2087.00,2087.00,0.00,0.00,0.00,0.00,3238.00,2087.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,3241.00,0.00,0.00,0.00,0.00
2280.00,2280.00,0.00,0.00,0.00,0.00,3243.00,2280.00,0.00,0.00,0.00
1440.00,1440.00,0.00,0.00,0.00,0.00,3245.00,1440.00,0.00,0.00,0.00
1640.00,1640.00,0.00,0.00,0.00,0.00,3248.00,1640.00,0.00,0.00,0.00
4720.00,4720.00,0.00,0.00,0.00,0.00,3250.00,4720.00,0.00,0.00,0.00
5612.00,5612.00,0.00,0.00,0.00,0.00,3252.00,5612.00,0.00,0.00,0.00
3795.00,3795.00,0.00,0.00,0.00,0.00,3256.00,3795.00,0.00,0.00,0.00
1155.00,1155.00,0.00,0.00,0.00,0.00,3258.00,1155.00,0.00,0.00,0.00
2640.00,2640.00,0.00,0.00,0.00,0.00,3260.00,2640.00,0.00,0.00,0.00
3680.00,3680.00,0.00,0.00,0.00,0.00,3262.00,3680.00,0.00,0.00,0.00
3320.00,3320.00,0.00,0.00,0.00,0.00,3264.00,3320.00,0.00,0.00,0.00
2720.00,2720.00,0.00,0.00,0.00,0.00,3266.00,2720.00,0.00,0.00,0.00
1328.00,1328.00,0.00,0.00,0.00,0.00,3268.00,1328.00,0.00,0.00,0.00
1897.00,1897.00,0.00,0.00,0.00,0.00,3270.00,1897.00,0.00,0.00,0.00
24035.00,24035.00,0.00,0.00,0.00,0.00,3273.00,24035.00,0.00,0.00,0.00
4140.00,4140.00,0.00,0.00,0.00,0.00,3274.00,4140.00,0.00,0.00,0.00
4140.00,0.00,4140.00,0.00,0.00,0.00,3275.00,4140.00,0.00,0.00,0.00
26350.00,26350.00,0.00,0.00,0.00,0.00,3277.00,26350.00,0.00,0.00,0.00
2350.00,0.00,2350.00,0.00,0.00,0.00,3284.00,2350.00,0.00,0.00,0.00
35400.00,0.00,35400.00,0.00,0.00,0.00,3285.00,35400.00,0.00,0.00,0.00
1650.00,1650.00,0.00,0.00,0.00,0.00,3287.00,1650.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,3289.00,5925.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,3291.00,5925.00,0.00,0.00,0.00
1475.00,1475.00,0.00,0.00,0.00,0.00,3293.00,1475.00,0.00,0.00,0.00
14640.00,14640.00,0.00,0.00,0.00,0.00,3294.00,14640.00,0.00,0.00,0.00
6270.00,6270.00,0.00,0.00,0.00,0.00,3296.00,6270.00,0.00,0.00,0.00
1310.00,1310.00,0.00,0.00,0.00,0.00,3298.00,1310.00,0.00,0.00,0.00
570.00,570.00,0.00,0.00,0.00,0.00,3300.00,570.00,0.00,0.00,0.00
760.00,760.00,0.00,0.00,0.00,0.00,3302.00,760.00,0.00,0.00,0.00
2040.00,2040.00,0.00,0.00,0.00,0.00,3304.00,2040.00,0.00,0.00,0.00
3120.00,3120.00,0.00,0.00,0.00,0.00,3306.00,3120.00,0.00,0.00,0.00
4620.00,4620.00,0.00,0.00,0.00,0.00,3308.00,4620.00,0.00,0.00,0.00
14680.00,14680.00,0.00,0.00,0.00,0.00,3310.00,14680.00,0.00,0.00,0.00
5420.00,5420.00,0.00,0.00,0.00,0.00,3312.00,5420.00,0.00,0.00,0.00
1330.00,1330.00,0.00,0.00,0.00,0.00,3314.00,1330.00,0.00,0.00,0.00
9585.00,9585.00,0.00,0.00,0.00,0.00,3316.00,9585.00,0.00,0.00,0.00
11540.00,0.00,11540.00,0.00,0.00,0.00,3317.00,11540.00,0.00,0.00,0.00
1385.00,1385.00,0.00,0.00,0.00,0.00,3319.00,1385.00,0.00,0.00,0.00
6060.00,6060.00,0.00,0.00,0.00,0.00,3321.00,6060.00,0.00,0.00,0.00
5320.00,5320.00,0.00,0.00,0.00,0.00,3323.00,5320.00,0.00,0.00,0.00
12970.00,12970.00,0.00,0.00,0.00,0.00,3325.00,12970.00,0.00,0.00,0.00
3795.00,3795.00,0.00,0.00,0.00,0.00,3327.00,3795.00,0.00,0.00,0.00
2660.00,2660.00,0.00,0.00,0.00,0.00,3333.00,2660.00,0.00,0.00,0.00
15190.00,15190.00,0.00,0.00,0.00,0.00,3335.00,15190.00,0.00,0.00,0.00
1310.00,1310.00,0.00,0.00,0.00,0.00,3337.00,1310.00,0.00,0.00,0.00
760.00,760.00,0.00,0.00,0.00,0.00,3339.00,760.00,0.00,0.00,0.00
1880.00,1880.00,0.00,0.00,0.00,0.00,3341.00,1880.00,0.00,0.00,0.00
2860.00,2860.00,0.00,0.00,0.00,0.00,3343.00,2860.00,0.00,0.00,0.00
9280.00,9280.00,0.00,0.00,0.00,0.00,3345.00,9280.00,0.00,0.00,0.00
1330.00,1330.00,0.00,0.00,0.00,0.00,3348.00,1330.00,0.00,0.00,0.00
2660.00,2660.00,0.00,0.00,0.00,0.00,3350.00,2660.00,0.00,0.00,0.00
2660.00,2660.00,0.00,0.00,0.00,0.00,3352.00,2660.00,0.00,0.00,0.00
6200.00,6200.00,0.00,0.00,0.00,0.00,3354.00,6200.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,3355.00,0.00,0.00,0.00,0.00
7680.00,7680.00,0.00,0.00,0.00,0.00,3357.00,7680.00,0.00,0.00,0.00
2660.00,2660.00,0.00,0.00,0.00,0.00,3359.00,2660.00,0.00,0.00,0.00
1900.00,1900.00,0.00,0.00,0.00,0.00,3361.00,1900.00,0.00,0.00,0.00
13330.00,13330.00,0.00,0.00,0.00,0.00,3363.00,13330.00,0.00,0.00,0.00
7620.00,7620.00,0.00,0.00,0.00,0.00,3366.00,7620.00,0.00,0.00,0.00
1775.00,0.00,1775.00,0.00,0.00,0.00,3367.00,1775.00,0.00,0.00,0.00
11142.00,11142.00,0.00,0.00,0.00,0.00,3369.00,11142.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,3385.00,5925.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,3387.00,5925.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,3389.00,5925.00,0.00,0.00,0.00
5280.00,5280.00,0.00,0.00,0.00,0.00,3391.00,5280.00,0.00,0.00,0.00
6265.00,0.00,6265.00,0.00,0.00,0.00,3392.00,6265.00,0.00,0.00,0.00
7325.00,0.00,7325.00,0.00,0.00,0.00,3393.00,7325.00,0.00,0.00,0.00
12608.00,0.00,12608.00,0.00,0.00,0.00,3394.00,12608.00,0.00,0.00,0.00
3570.00,3570.00,0.00,0.00,0.00,0.00,3395.00,3570.00,0.00,0.00,0.00
41310.00,41310.00,0.00,0.00,0.00,0.00,3396.00,41310.00,0.00,0.00,0.00
7705.00,7705.00,0.00,0.00,0.00,0.00,3397.00,7705.00,0.00,0.00,0.00
18000.00,18000.00,0.00,0.00,0.00,0.00,3398.00,18000.00,0.00,0.00,0.00
4670.00,0.00,4670.00,0.00,0.00,0.00,3399.00,4670.00,0.00,0.00,0.00
3680.00,3680.00,0.00,0.00,0.00,0.00,3402.00,3680.00,0.00,0.00,0.00
21834.00,21834.00,0.00,0.00,0.00,0.00,3403.00,21834.00,0.00,0.00,0.00
3415.00,3415.00,0.00,0.00,0.00,0.00,3405.00,3415.00,0.00,0.00,0.00
1330.00,1330.00,0.00,0.00,0.00,0.00,3407.00,1330.00,0.00,0.00,0.00
23580.00,23580.00,0.00,0.00,0.00,0.00,3409.00,23580.00,0.00,0.00,0.00
2660.00,2660.00,0.00,0.00,0.00,0.00,3411.00,2660.00,0.00,0.00,0.00
1330.00,1330.00,0.00,0.00,0.00,0.00,3413.00,1330.00,0.00,0.00,0.00
1330.00,1330.00,0.00,0.00,0.00,0.00,3415.00,1330.00,0.00,0.00,0.00
1970.00,1970.00,0.00,0.00,0.00,0.00,3416.00,1970.00,0.00,0.00,0.00
825.00,825.00,0.00,0.00,0.00,0.00,3419.00,825.00,0.00,0.00,0.00
2250.00,2250.00,0.00,0.00,0.00,0.00,3421.00,2250.00,0.00,0.00,0.00
1140.00,1140.00,0.00,0.00,0.00,0.00,3423.00,1140.00,0.00,0.00,0.00
5575.00,5575.00,0.00,0.00,0.00,0.00,3425.00,5575.00,0.00,0.00,0.00
1155.00,1155.00,0.00,0.00,0.00,0.00,3427.00,1155.00,0.00,0.00,0.00
1320.00,1320.00,0.00,0.00,0.00,0.00,3429.00,1320.00,0.00,0.00,0.00
18430.00,18430.00,0.00,0.00,0.00,0.00,3431.00,18430.00,0.00,0.00,0.00
47570.00,47570.00,0.00,0.00,0.00,0.00,3433.00,47570.00,0.00,0.00,0.00
14335.00,14335.00,0.00,0.00,0.00,0.00,3434.00,14335.00,0.00,0.00,0.00
2660.00,2660.00,0.00,0.00,0.00,0.00,3436.00,2660.00,0.00,0.00,0.00
31680.00,31680.00,0.00,0.00,0.00,0.00,3440.00,31680.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,3443.00,0.00,0.00,0.00,0.00
2475.00,2475.00,0.00,0.00,0.00,0.00,3445.00,2475.00,0.00,0.00,0.00
4940.00,4940.00,0.00,0.00,0.00,0.00,3447.00,4940.00,0.00,0.00,0.00
1520.00,1520.00,0.00,0.00,0.00,0.00,3449.00,1520.00,0.00,0.00,0.00
14805.00,14805.00,0.00,0.00,0.00,0.00,3451.00,14805.00,0.00,0.00,0.00
1520.00,1520.00,0.00,0.00,0.00,0.00,3453.00,1520.00,0.00,0.00,0.00
3795.00,3795.00,0.00,0.00,0.00,0.00,3455.00,3795.00,0.00,0.00,0.00
1520.00,1520.00,0.00,0.00,0.00,0.00,3457.00,1520.00,0.00,0.00,0.00
3040.00,3040.00,0.00,0.00,0.00,0.00,3459.00,3040.00,0.00,0.00,0.00
3800.00,3800.00,0.00,0.00,0.00,0.00,3461.00,3800.00,0.00,0.00,0.00
1900.00,1900.00,0.00,0.00,0.00,0.00,3463.00,1900.00,0.00,0.00,0.00
7440.00,7440.00,0.00,0.00,0.00,0.00,3465.00,7440.00,0.00,0.00,0.00
13050.00,13050.00,0.00,0.00,0.00,0.00,3467.00,13050.00,0.00,0.00,0.00
1620.00,1620.00,0.00,8.00,165.00,0.00,3469.00,1620.00,1.00,8.00,165.00
1900.00,1900.00,0.00,0.00,0.00,0.00,3471.00,1900.00,0.00,0.00,0.00
1520.00,1520.00,0.00,0.00,0.00,0.00,3473.00,1520.00,0.00,0.00,0.00
3040.00,3040.00,0.00,0.00,0.00,0.00,3475.00,3040.00,0.00,0.00,0.00
1520.00,1520.00,0.00,0.00,0.00,0.00,3477.00,1520.00,0.00,0.00,0.00
3100.00,3100.00,0.00,0.00,0.00,0.00,3479.00,3100.00,0.00,0.00,0.00
3800.00,3800.00,0.00,0.00,0.00,0.00,3481.00,3800.00,0.00,0.00,0.00
1275.00,1275.00,0.00,0.00,0.00,0.00,3483.00,1275.00,0.00,0.00,0.00
40070.00,40070.00,0.00,0.00,0.00,0.00,3485.00,40070.00,0.00,0.00,0.00
13285.00,13285.00,0.00,0.00,0.00,0.00,3487.00,13285.00,0.00,0.00,0.00
25920.00,25920.00,0.00,0.00,0.00,0.00,3489.00,25920.00,0.00,0.00,0.00
14172.00,14172.00,0.00,0.00,0.00,0.00,3501.00,14172.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,3505.00,5925.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,3507.00,5925.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,3509.00,5925.00,0.00,0.00,0.00
2640.00,2640.00,0.00,0.00,0.00,0.00,3511.00,2640.00,0.00,0.00,0.00
5925.00,5925.00,0.00,0.00,0.00,0.00,3513.00,5925.00,0.00,0.00,0.00
4950.00,4950.00,0.00,0.00,0.00,0.00,3515.00,4950.00,0.00,0.00,0.00
35750.00,0.00,35750.00,0.00,0.00,0.00,3517.00,35750.00,0.00,0.00,0.00
3395.00,3395.00,0.00,0.00,0.00,0.00,3518.00,3395.00,0.00,0.00,0.00
17100.00,0.00,17100.00,0.00,0.00,0.00,3525.00,17100.00,0.00,0.00,0.00
32480.00,32480.00,0.00,0.00,0.00,0.00,3526.00,32480.00,0.00,0.00,0.00
19940.00,19940.00,0.00,0.00,0.00,0.00,3527.00,19940.00,0.00,0.00,0.00
2500.00,2500.00,0.00,0.00,0.00,0.00,3528.00,2500.00,0.00,0.00,0.00
4520.00,4520.00,0.00,0.00,0.00,0.00,3529.00,4520.00,0.00,0.00,0.00
8110.00,8110.00,0.00,0.00,0.00,0.00,3530.00,8110.00,0.00,0.00,0.00
14520.00,14520.00,0.00,0.00,0.00,0.00,3532.00,14520.00,0.00,0.00,0.00
5160.00,5160.00,0.00,0.00,0.00,0.00,3537.00,5160.00,0.00,0.00,0.00
3085.00,3085.00,0.00,0.00,0.00,0.00,3541.00,3085.00,0.00,0.00,0.00
5350.00,5350.00,0.00,0.00,0.00,0.00,3542.00,5350.00,0.00,0.00,0.00
1475.00,0.00,1475.00,0.00,0.00,0.00,3543.00,1475.00,0.00,0.00,0.00
1305.00,0.00,1305.00,0.00,0.00,0.00,3544.00,1305.00,0.00,0.00,0.00
40000.00,40000.00,0.00,0.00,0.00,0.00,3545.00,40000.00,0.00,0.00,0.00
24249.00,24249.00,0.00,0.00,0.00,0.00,3549.00,24249.00,0.00,0.00,0.00
5400.00,0.00,5400.00,0.00,0.00,0.00,3553.00,5400.00,0.00,0.00,0.00
1970.00,1970.00,0.00,0.00,0.00,0.00,3554.00,1970.00,0.00,0.00,0.00
5230.00,5230.00,0.00,0.00,0.00,0.00,3556.00,5230.00,0.00,0.00,0.00
1015.00,0.00,1015.00,0.00,0.00,0.00,3558.00,1015.00,0.00,0.00,0.00
1955.00,0.00,1955.00,0.00,0.00,0.00,3559.00,1955.00,0.00,0.00,0.00
2640.00,2640.00,0.00,0.00,0.00,0.00,3560.00,2640.00,0.00,0.00,0.00
2640.00,2640.00,0.00,0.00,0.00,0.00,3562.00,2640.00,0.00,0.00,0.00
5525.00,5525.00,0.00,0.00,0.00,0.00,3566.00,5525.00,0.00,0.00,0.00
3000.00,3000.00,0.00,0.00,0.00,0.00,3568.00,3000.00,0.00,0.00,0.00
3500.00,3500.00,0.00,0.00,0.00,0.00,3569.00,3500.00,0.00,0.00,0.00
1400.00,1400.00,0.00,0.00,0.00,0.00,3570.00,1400.00,0.00,0.00,0.00
2710.00,0.00,2710.00,0.00,0.00,0.00,3571.00,2710.00,0.00,0.00,0.00
1195.00,0.00,1195.00,0.00,0.00,0.00,3572.00,1195.00,0.00,0.00,0.00
3840.00,0.00,3840.00,0.00,0.00,0.00,3573.00,3840.00,0.00,0.00,0.00
3795.00,3795.00,0.00,0.00,0.00,0.00,3574.00,3795.00,0.00,0.00,0.00
1520.00,1520.00,0.00,0.00,0.00,0.00,3576.00,1520.00,0.00,0.00,0.00
5430.00,5430.00,0.00,0.00,0.00,0.00,3578.00,5430.00,0.00,0.00,0.00
1380.00,1380.00,0.00,0.00,0.00,0.00,3580.00,1380.00,0.00,0.00,0.00
3040.00,3040.00,0.00,0.00,0.00,0.00,3582.00,3040.00,0.00,0.00,0.00
3030.00,3030.00,0.00,0.00,0.00,0.00,3584.00,3030.00,0.00,0.00,0.00
7590.00,7590.00,0.00,0.00,0.00,0.00,3586.00,7590.00,0.00,0.00,0.00
2622.00,2622.00,0.00,0.00,0.00,0.00,3588.00,2622.00,0.00,0.00,0.00
6960.00,6960.00,0.00,0.00,0.00,0.00,3590.00,6960.00,0.00,0.00,0.00
5760.00,5760.00,0.00,0.00,0.00,0.00,3592.00,5760.00,0.00,0.00,0.00
3415.00,3415.00,0.00,0.00,0.00,0.00,3594.00,3415.00,0.00,0.00,0.00
3760.00,3760.00,0.00,0.00,0.00,0.00,3596.00,3760.00,0.00,0.00,0.00
5040.00,5040.00,0.00,0.00,0.00,0.00,3598.00,5040.00,0.00,0.00,0.00
5635.00,5635.00,0.00,0.00,0.00,0.00,3600.00,5635.00,0.00,0.00,0.00
15060.00,15060.00,0.00,0.00,0.00,0.00,3602.00,15060.00,0.00,0.00,0.00
5319.00,5319.00,0.00,0.00,0.00,0.00,3604.00,5319.00,0.00,0.00,0.00
1495.00,1495.00,0.00,0.00,0.00,0.00,3606.00,1495.00,0.00,0.00,0.00
5940.00,5940.00,0.00,0.00,0.00,0.00,3608.00,5940.00,0.00,0.00,0.00
1690.00,1690.00,0.00,0.00,0.00,0.00,3610.00,1690.00,0.00,0.00,0.00
2070.00,2070.00,0.00,0.00,0.00,0.00,3612.00,2070.00,0.00,0.00,0.00
2160.00,2160.00,0.00,0.00,0.00,0.00,3614.00,2160.00,0.00,0.00,0.00
1420.00,1420.00,0.00,0.00,0.00,0.00,3616.00,1420.00,0.00,0.00,0.00
14300.00,14300.00,0.00,0.00,0.00,0.00,3618.00,14300.00,0.00,0.00,0.00
16850.00,16850.00,0.00,0.00,0.00,0.00,3620.00,16850.00,0.00,0.00,0.00
22700.00,22700.00,0.00,0.00,0.00,0.00,3622.00,22700.00,0.00,0.00,0.00
21880.00,21880.00,0.00,0.00,0.00,0.00,3624.00,21880.00,0.00,0.00,0.00
11040.00,11040.00,0.00,0.00,0.00,0.00,3626.00,11040.00,0.00,0.00,0.00
2400.00,2400.00,0.00,0.00,0.00,0.00,3628.00,2400.00,0.00,0.00,0.00
1328.00,1328.00,0.00,0.00,0.00,0.00,3630.00,1328.00,0.00,0.00,0.00
3010.00,3010.00,0.00,0.00,0.00,0.00,3632.00,3010.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,3634.00,0.00,0.00,0.00,0.00
1910.00,1910.00,0.00,0.00,0.00,0.00,3636.00,1910.00,0.00,0.00,0.00
11880.00,11880.00,0.00,0.00,0.00,0.00,3638.00,11880.00,0.00,0.00,0.00
4140.00,4140.00,0.00,0.00,0.00,0.00,3640.00,4140.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,3642.00,0.00,0.00,0.00,0.00
1420.00,1420.00,0.00,0.00,0.00,0.00,3644.00,1420.00,0.00,0.00,0.00
4620.00,4620.00,0.00,0.00,0.00,0.00,3646.00,4620.00,0.00,0.00,0.00
2300.00,2300.00,0.00,0.00,0.00,0.00,3648.00,2300.00,0.00,0.00,0.00
2240.00,2240.00,0.00,0.00,0.00,0.00,3650.00,2240.00,0.00,0.00,0.00
950.00,950.00,0.00,0.00,0.00,0.00,3652.00,950.00,0.00,0.00,0.00
1520.00,1520.00,0.00,0.00,0.00,0.00,3654.00,1520.00,0.00,0.00,0.00
945.00,945.00,0.00,0.00,0.00,0.00,3656.00,945.00,0.00,0.00,0.00
1325.00,1325.00,0.00,0.00,0.00,0.00,3658.00,1325.00,0.00,0.00,0.00
1075.00,1075.00,0.00,0.00,0.00,0.00,3660.00,1075.00,1.00,5.00,165.00
1690.00,1690.00,0.00,0.00,0.00,0.00,3662.00,1690.00,0.00,0.00,0.00
1685.00,1685.00,0.00,0.00,0.00,0.00,3664.00,1685.00,0.00,0.00,0.00
9240.00,9240.00,0.00,0.00,0.00,0.00,3666.00,9240.00,0.00,0.00,0.00
2520.00,2520.00,0.00,0.00,0.00,0.00,3668.00,2520.00,0.00,0.00,0.00
1870.00,1870.00,0.00,0.00,0.00,0.00,3670.00,1870.00,0.00,0.00,0.00
7700.00,7700.00,0.00,0.00,0.00,0.00,3672.00,7700.00,0.00,0.00,0.00
4140.00,4140.00,0.00,0.00,0.00,0.00,3674.00,4140.00,0.00,0.00,0.00
2620.00,2620.00,0.00,0.00,0.00,0.00,3676.00,2620.00,0.00,0.00,0.00
12120.00,12120.00,0.00,0.00,0.00,0.00,3678.00,12120.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,3680.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,3682.00,0.00,0.00,0.00,0.00
10040.00,10040.00,0.00,0.00,0.00,0.00,3684.00,10040.00,0.00,0.00,0.00
2840.00,2840.00,0.00,0.00,0.00,0.00,3685.00,2840.00,0.00,0.00,0.00
1888.00,0.00,1888.00,0.00,0.00,0.00,3687.00,1888.00,0.00,0.00,0.00
2832.00,0.00,2832.00,0.00,0.00,0.00,3688.00,2832.00,0.00,0.00,0.00
4260.00,4260.00,0.00,0.00,0.00,0.00,3693.00,4260.00,0.00,0.00,0.00
11906.00,11906.00,0.00,0.00,0.00,0.00,3694.00,11906.00,0.00,0.00,0.00
6500.00,6500.00,0.00,0.00,0.00,0.00,3696.00,6500.00,0.00,0.00,0.00
22666.00,22666.00,0.00,0.00,0.00,0.00,3698.00,22666.00,0.00,0.00,0.00
31350.00,31350.00,0.00,0.00,0.00,0.00,3699.00,31350.00,0.00,0.00,0.00
3240.00,0.00,3240.00,0.00,0.00,0.00,3706.00,3240.00,0.00,0.00,0.00
1435.00,0.00,1435.00,0.00,0.00,0.00,3708.00,1435.00,0.00,0.00,0.00
12360.00,0.00,12360.00,0.00,0.00,0.00,3715.00,12360.00,0.00,0.00,0.00
13500.00,0.00,13500.00,0.00,0.00,0.00,3716.00,13500.00,0.00,0.00,0.00
1665.00,0.00,1665.00,0.00,0.00,0.00,3717.00,1665.00,0.00,0.00,0.00
146800.00,146800.00,0.00,0.00,0.00,0.00,3718.00,146800.00,0.00,0.00,0.00
4765.00,4765.00,0.00,0.00,0.00,0.00,3719.00,4765.00,0.00,0.00,0.00
-22666.00,-22666.00,0.00,0.00,0.00,0.00,3728.00,-22666.00,0.00,0.00,0.00
1995.00,1995.00,0.00,0.00,0.00,0.00,3730.00,1995.00,0.00,0.00,0.00
8000.00,8000.00,0.00,0.00,0.00,0.00,3731.00,8000.00,0.00,0.00,0.00
2420.00,2420.00,0.00,0.00,0.00,0.00,3732.00,2420.00,0.00,0.00,0.00
3865.00,3865.00,0.00,0.00,0.00,0.00,3733.00,3865.00,0.00,0.00,0.00
3700.00,3700.00,0.00,0.00,0.00,0.00,3734.00,3700.00,0.00,0.00,0.00
1750.00,1750.00,0.00,0.00,0.00,0.00,3742.00,1750.00,0.00,0.00,0.00
3445.00,3445.00,0.00,0.00,0.00,0.00,3743.00,3445.00,0.00,0.00,0.00
2570.00,2570.00,0.00,0.00,0.00,0.00,3744.00,2570.00,0.00,0.00,0.00
820.00,820.00,0.00,0.00,0.00,0.00,3745.00,820.00,0.00,0.00,0.00
1610.00,0.00,1610.00,0.00,0.00,0.00,3746.00,1610.00,0.00,0.00,0.00
3780.00,0.00,3780.00,0.00,0.00,0.00,3748.00,3780.00,0.00,0.00,0.00
5940.00,5940.00,0.00,0.00,0.00,0.00,3751.00,5940.00,0.00,0.00,0.00
8500.00,8500.00,0.00,0.00,0.00,0.00,3752.00,8500.00,0.00,0.00,0.00
11985.00,0.00,11985.00,0.00,0.00,0.00,3765.00,11985.00,0.00,0.00,0.00
3255.00,3255.00,0.00,0.00,0.00,0.00,3766.00,3255.00,0.00,0.00,0.00
3780.00,3780.00,0.00,0.00,0.00,0.00,3768.00,3780.00,0.00,0.00,0.00
5840.00,5840.00,0.00,0.00,0.00,0.00,3773.00,5840.00,0.00,0.00,0.00
3050.00,3050.00,0.00,0.00,0.00,0.00,3775.00,3050.00,0.00,0.00,0.00
3030.00,3030.00,0.00,0.00,0.00,0.00,3777.00,3030.00,0.00,0.00,0.00
3090.00,3090.00,0.00,0.00,0.00,0.00,3779.00,3090.00,0.00,0.00,0.00
2254.00,2254.00,0.00,0.00,0.00,0.00,3781.00,2254.00,0.00,0.00,0.00
